單詞,情緒分數
实力,0.999962
拿捏,0.024789
！,0.001203
热门,0.06824
新品,0.999927
定妆粉饼,0.997701
千万,0.992193
别,0.005253
盲选,0.190572
定妆,0.044903
粉饼,0.999963
/,0.003202
定妆,0.044903
散粉,0.001645
/,0.003202
定妆,0.044903
喷雾,0.006937
/,0.003202
脱妆,0.000265
/,0.003202
定妆,0.044903
/,0.003202
卡粉,0.00041
/,0.003202
定妆,0.044903
粉饼,0.999963
测评,0.989099
"
",0.037232
化妆,0.87592
这些,0.334502
年,0.986375
也,0.912719
用,0.248765
了,0.103906
不少,0.62471
的,0.368506
定妆,0.044903
粉饼,0.999963
，,0.009304
好用,0.999962
的,0.368506
踩雷,0.993283
的,0.368506
都,0.299263
给,0.86028
整,0.027509
明白,0.999942
了,0.103906
，,0.009304
虽然,0.783554
中间,0.014705
也,0.912719
是,0.001972
踩雷无数,0.953721
，,0.009304
但是,0.208731
积累,0.999963
了,0.103906
很多,0.999951
经验,0.99988
"
",0.037232
所以,0.134029
宝子,0.999963
们,0.789512
在,0.566759
选择,0.99764
定妆,0.044903
粉饼,0.999963
的,0.368506
时候,0.99412
一定,0.084844
不要,0.000131
傻傻,0.004718
的,0.368506
再,0.003113
跟,0.003942
风,0.999947
入手,0.999963
了,0.103906
，,0.009304
一定,0.084844
要,0.59401
查清,0.017063
成分,0.858545
"
",0.037232
这,0.010469
几,0.127462
款,0.996131
粉饼,0.999963
都,0.299263
是,0.001972
我,0.000628
用,0.248765
下来,0.997086
整体,0.999913
感受,0.999962
不错,0.999962
的,0.368506
，,0.009304
不管,0.676836
是,0.001972
肤感,0.999939
，,0.009304
还是,0.320546
色号,0.000563
还是,0.320546
成分,0.858545
，,0.009304
都,0.299263
比较,0.983678
给力,0.998302
，,0.009304
今天,0.757372
就,0.305707
总结,0.999961
分享给,0.999963
大家,0.00494
，,0.009304
有,0.51643
需要,0.262789
的,0.368506
姐妹,0.999963
可以,0.999954
参考,0.999962
！,0.001203
"
#Imkoco",0.010732
粉饼,0.999963
（,0.032379
控,0.003145
油,0.003046
持妆,0.815685
-,0.006624
柔焦,0.014182
磨皮,0.001334
）,0.055182
"
#NARS",0.010732
粉饼,0.999963
（,0.032379
轻薄,0.999962
自然,0.99996
-,0.006624
清爽,0.999962
透气,0.161276
）,0.055182
"
#",0.014012
芭比布朗,0.995306
粉饼,0.999963
（,0.032379
遮瑕,0.011059
持久,0.999962
-,0.006624
雾面,0.999963
哑光,0.001882
）,0.055182
"
#AEMK",0.010732
粉饼,0.999963
（,0.032379
细腻,0.999962
服帖,0.000299
-,0.006624
基础,0.999963
定妆,0.044903
）,0.055182
"
#",0.014012
方里,0.999963
粉饼,0.999963
（,0.032379
隐形,0.544387
毛孔,0.59628
-,0.006624
修黄,4.9e-05
提亮,0.947234
）,0.055182
"
#",0.014012
定妆,0.044903
粉饼,0.999963
#,0.014012
定妆,0.044903
散粉,0.001645
#,0.014012
定妆,0.044903
喷雾,0.006937
#,0.014012
脱妆,0.000265
#,0.014012
卡粉,0.00041
#,0.014012
起皮,0.000161
#,0.014012
粉饼,0.999963
持妆,0.815685
#,0.014012
定妆,0.044903
粉饼,0.999963
测评,0.989099
#,0.014012
定妆,0.044903
粉饼,0.999963
推荐,0.999961
#,0.014012
定妆,0.044903
散粉,0.001645
测评,0.989099
#,0.014012
粉饼,0.999963
与,0.264327
散粉,0.001645
的,0.368506
区别,0.308157
#,0.014012
干皮,0.000111
粉饼,0.999963
#,0.014012
油皮,0.001218
粉饼,0.999963
#Imkoco,0.010732
#,0.014012
芭比布朗,0.995306
#NARS#,0.010472
方里,0.999963
#AEMK#,0.010472
彩妆,0.987414
分享,0.999963
#,0.014012
大学生,0.999207
#,0.014012
彩妆,0.987414
春季,0.999958
🌸,0.033441
彩妆,0.987414
合集,0.935397
#,0.014012
彩妆,0.987414
分享,0.999963
#,0.014012
彩妆,0.987414
好物,0.999962
#,0.014012
日系,0.999963
彩妆,0.987414
#,0.014012
美妆,0.999963
分享,0.999963
#,0.014012
分享,0.999963
爱用物,0.999962
#,0.014012
日系,0.999963
眼影,0.999963
#,0.014012
平价,0.978715
彩妆,0.987414
#,0.014012
彩妆,0.987414
日本,0.999963
🇯🇵,0.033441
云,0.004123
逛街,0.999963
｜,0.007838
2023年,0.085739
夏季,0.004861
新品,0.999927
彩妆,0.987414
测评,0.989099
✅,0.033441
#,0.014012
618,0.992072
小红书,0.999963
必,0.999959
买,0.175209
清单,0.000365
#,0.014012
新品,0.999927
抢先,0.987208
发,0.00032
#,0.014012
无滤镜,0.011128
试色,0.139771
假如,0.019638
每,0.980878
个,0.002308
大牌,0.999962
只,0.04954
选,0.999917
一,0.010558
个,0.002308
彩妆,0.987414
！,0.001203
无,0.006982
废话,3.5e-05
总结,0.999961
！,0.001203
#,0.014012
彩妆,0.987414
好物,0.999962
#,0.014012
彩妆,0.987414
分享,0.999963
#,0.014012
大牌,0.999962
彩妆,0.987414
#,0.014012
彩妆,0.987414
承包,0.001023
大学,0.999963
四,0.184513
年,0.986375
的,0.368506
彩妆,0.987414
好物,0.999962
⭕,0.033441
️,0.033441
抠搜党,0.003239
看过来,0.997441
很多,0.999951
刚,0.991993
接触,0.999761
化妆,0.87592
方面,0.999682
的,0.368506
新手,0.006561
小白,0.999963
，,0.009304
千万,0.992193
不要,0.000131
在,0.566759
彩妆,0.987414
产品,0.098665
上,0.226084
踩雷,0.993283
，,0.009304
或者,0.024605
囤,0.958107
一,0.010558
堆,8e-05
不,0.002385
好用,0.999962
的,0.368506
小,0.994681
辣🐔,0.02201
，,0.009304
今天,0.757372
针对,0.68606
彩妆,0.987414
整理,0.999792
了,0.103906
一,0.010558
波,0.952672
干货,0.000823
，,0.009304
觉得,0.021406
有用,0.999962
的,0.368506
姐妹,0.999963
可以,0.999954
先,0.108487
收藏,0.999963
哦,0.993352
"
",0.037232
大一党,0.976809
：,0.065169
生活费,0.999904
预算,0.898519
不,0.002385
多,0.99408
的,0.368506
姐妹,0.999963
可以,0.999954
选择,0.99764
一些,0.783571
平价,0.978715
好用,0.999962
的,0.368506
彩妆,0.987414
产品,0.098665
，,0.009304
刚,0.991993
上大一,0.017097
接触,0.999761
化妆,0.87592
可能,0.215914
不,0.002385
太,3.9e-05
会,0.599614
上,0.226084
底妆,0.965781
，,0.009304
可,0.994351
用,0.248765
素颜霜,0.992543
代替,0.999908
粉底液,0.042048
，,0.009304
也,0.912719
是,0.001972
不错,0.999962
的,0.368506
选择,0.99764
，,0.009304
适合,0.999956
买,0.175209
新手,0.006561
入门级,0.999961
彩妆,0.987414
；,0.007158
"
",0.037232
大二党,0.981743
:,0.441499
这,0.010469
个,0.002308
时候,0.99412
对,0.040364
彩妆,0.987414
产品,0.098665
有,0.51643
一定,0.084844
的,0.368506
了解,0.999962
了,0.103906
，,0.009304
适当,0.999775
的,0.368506
增加,0.99996
化妆,0.87592
产品,0.098665
，,0.009304
比如说,0.302147
用,0.248765
眉粉,0.119397
代替,0.999908
眉笔,0.023513
，,0.009304
唇泥,0.002913
代替,0.999908
口红,0.961221
；,0.007158
"
",0.037232
大三党,0.99386
:,0.441499
一,0.010558
个,0.002308
好用,0.999962
的,0.368506
妆,0.98104
前,0.920472
能,0.227357
促进,0.99996
后续,0.99533
底妆,0.965781
服帖,0.000299
，,0.009304
可以,0.999954
熟练,0.999962
使用,0.007915
假睫毛,0.017257
来,0.885449
增加,0.99996
妆容,0.982621
的,0.368506
层次性,0.008506
哦,0.993352
"
",0.037232
大四党,0.997
:,0.441499
一,0.010558
款,0.996131
放,0.00133
在,0.566759
包包,0.009573
里,0.993912
不,0.002385
占,0.188447
空间,0.991374
的,0.368506
散粉,0.001645
真的,0.261996
很,0.999963
令,0.17298
人,0.998103
心动,0.999962
💗,0.033441
，,0.009304
可以,0.999954
熟练,0.999962
使用,0.007915
睫毛,0.233319
打底,0.348293
、,0.003558
眼线笔,0.143012
加,0.008384
睫毛膏,0.992429
完成,0.999948
眼妆,0.119996
的,0.368506
加持,0.994135
，,0.009304
使,0.999719
整,0.027509
个,0.002308
妆容,0.982621
更,0.998421
有,0.51643
层次性,0.008506
！,0.001203
"
",0.037232
哈哈,0.999961
，,0.009304
恭喜,0.179853
你,0.075191
一路,0.999963
升级,0.999963
打怪,0.002935
，,0.009304
摆脱,0.999957
化妆,0.87592
小白,0.999963
！,0.001203
"
#",0.014012
底妆,0.965781
方法,0.999779
#,0.014012
化妆,0.87592
小,0.994681
技巧,0.999962
#,0.014012
逆袭,0.999963
#,0.014012
女生,0.992276
变,0.28074
美,0.999963
思路,0.999963
#,0.014012
容貌,0.072278
焦虑,0.988908
#,0.014012
女生,0.992276
改造,0.764474
#,0.014012
变美,0.999962
#,0.014012
粉质,0.99951
细腻,0.999962
的,0.368506
散粉,0.001645
#,0.014012
定妆,0.044903
散粉,0.001645
#,0.014012
控,0.003145
油,0.003046
#,0.014012
油皮,0.001218
#,0.014012
混油皮,0.000289
#,0.014012
散粉,0.001645
#,0.014012
我,0.000628
的,0.368506
平价,0.978715
好物,0.999962
#,0.014012
控,0.003145
油,0.003046
粉饼,0.999963
就,0.305707
选,0.999917
它,0.636023
#,0.014012
粉饼,0.999963
#,0.014012
新手,0.006561
化妆,0.87592
#,0.014012
平价,0.978715
化妆品,0.0687
#,0.014012
哑光,0.001882
雾面妆,0.999963
#,0.014012
我,0.000628
要,0.59401
学,0.999963
化妆,0.87592
#,0.014012
平价,0.978715
散粉,0.001645
#,0.014012
好用,0.999962
的,0.368506
散粉,0.001645
#,0.014012
散粉,0.001645
测评,0.989099
#,0.014012
粉底液,0.042048
#,0.014012
素颜霜,0.992543
#,0.014012
平价,0.978715
化妆品,0.0687
#,0.014012
早,0.996451
八,0.854604
人,0.998103
#,0.014012
彩妆,0.987414
分享,0.999963
#,0.014012
我,0.000628
的,0.368506
收纳,0.999962
分享,0.999963
#,0.014012
底妆,0.965781
分享,0.999963
说,0.000205
句,0.99383
实话,0.023321
！,0.001203
新品,0.999927
眼影盘,0.999914
做,0.999961
功课,0.999863
后,0.03447
再,0.003113
去,0.024072
入,0.999962
也,0.912719
不,0.002385
迟,0.019871
@BOM,0.017007
碧波曼,0.996458
"
#",0.014012
眼影,0.999963
轻松,0.999962
拿捏,0.024789
！,0.001203
热门,0.06824
新品,0.999927
腮红,0.2295
选,0.999917
对,0.040364
不,0.002385
选,0.999917
贵,0.003409
！,0.001203
姐妹,0.999963
们,0.789512
选,0.999917
腮红,0.2295
真的,0.261996
要,0.59401
听,0.986684
劝,3.6e-05
！,0.001203
千万,0.992193
不要,0.000131
盲目,0.017624
跟,0.003942
风,0.999947
，,0.009304
刚,0.991993
开始,0.99992
学,0.999963
化妆,0.87592
的,0.368506
时候,0.99412
就是,0.39477
跟,0.003942
风,0.999947
，,0.009304
结果,0.003349
不光,3.7e-05
花,0.00021
了,0.103906
冤枉钱,5.5e-05
，,0.009304
肤质,0.999912
还,0.994331
越来越,0.664174
差,3.7e-05
！,0.001203
后来,0.996783
跟,0.003942
着,0.956758
朋友,0.999963
做,0.999961
了,0.103906
功课,0.999863
之后,0.598566
才,0.000379
知道,0.999908
腮红,0.2295
要,0.59401
选择,0.99764
适合,0.999956
自己,0.999254
的,0.368506
！,0.001203
"
",0.037232
分享,0.999963
几,0.127462
块,0.001237
我,0.000628
觉得,0.021406
一直,0.999963
很,0.999963
好用,0.999962
的,0.368506
腮红,0.2295
给,0.86028
姐妹,0.999963
们,0.789512
！,0.001203
"
-COFU",0.007569
腮红,0.2295
"
-NARS",0.007569
腮红,0.2295
"
-",0.006624
花,0.00021
知晓,0.999962
腮红,0.2295
"
-",0.006624
迪奥,0.999934
腮红,0.2295
"
-3CE",0.007569
腮红,0.2295
"
-CT",0.007569
腮红,0.2295
"
#",0.014012
腮红,0.2295
#,0.014012
腮红,0.2295
测评,0.989099
#,0.014012
腮红,0.2295
推荐,0.999961
必,0.999959
入,0.999962
大牌,0.999962
#,0.014012
腮红,0.2295
膨胀色,0.001324
和,0.604069
收缩色,0.003921
的,0.368506
区别,0.308157
#,0.014012
腮红,0.2295
平价,0.978715
推荐,0.999961
#,0.014012
腮红,0.2295
怎么,0.00234
选,0.999917
适合,0.999956
自己,0.999254
的,0.368506
#,0.014012
腮红,0.2295
推荐,0.999961
黄皮,0.000166
#,0.014012
腮红膏,0.916848
推荐,0.999961
#,0.014012
腮红,0.2295
新手,0.006561
日常,0.999962
百搭,0.999962
#,0.014012
腮红膏,0.916848
推荐,0.999961
必,0.999959
入,0.999962
#,0.014012
腮红膏,0.916848
和,0.604069
腮红粉,0.971426
哪,0.00072
个,0.002308
更,0.998421
好用,0.999962
#,0.014012
腮红,0.2295
怎么,0.00234
打,0.027479
#,0.014012
腮红花,0.011665
知晓,0.999962
#,0.014012
cofu,0.003598
腮红,0.2295
#COFU,0.010732
腮红,0.2295
#,0.014012
花,0.00021
知晓,0.999962
腮红,0.2295
#,0.014012
迪奥,0.999934
腮红,0.2295
#,0.014012
罗拉玛希,0.762954
腮红,0.2295
#,0.014012
芭比,0.999892
布朗,0.203659
腮红,0.2295
#3,0.002543
ce,0.00698
腮红,0.2295
#,0.014012
纪梵希,0.999963
腮红,0.2295
#MAC,0.010732
腮红,0.2295
#,0.014012
彩棠,0.99797
腮红,0.2295
#,0.014012
大牌,0.999962
腮红,0.2295
#,0.014012
大牌,0.999962
腮红,0.2295
推荐,0.999961
#,0.014012
平价,0.978715
腮红,0.2295
推荐,0.999961
#,0.014012
国货,0.999267
腮红,0.2295
#,0.014012
国货,0.999267
彩妆,0.987414
#,0.014012
易梦玲,0.957272
同,0.238992
款,0.996131
腮红,0.2295
#,0.014012
好物,0.999962
分享,0.999963
别,0.005253
瞎,4.1e-05
跟,0.003942
风,0.999947
！,0.001203
新品,0.999927
唇泥,0.002913
这样,0.021569
选,0.999917
才,0.000379
不,0.002385
交,0.004018
智商税,0.03029
别,0.005253
瞎,4.1e-05
跟,0.003942
风,0.999947
！,0.001203
新品,0.999927
唇泥,0.002913
这样,0.021569
选,0.999917
才,0.000379
不,0.002385
交,0.004018
智商税,0.03029
"
",0.037232
现在,0.999911
这些,0.334502
上嘴,0.002909
的,0.368506
彩妆,0.987414
，,0.009304
嘴巴,0.000468
敏感,0.999962
的,0.368506
姐妹,0.999963
真的,0.261996
要,0.59401
注意,0.155885
那些,0.944753
成分,0.858545
构成,0.99676
"
",0.037232
作为,0.999873
一,0.010558
个,0.002308
敏敏,0.000101
嘴巴,0.000468
来,0.885449
说,0.000205
，,0.009304
选,0.999917
不,0.002385
对,0.040364
唇泥,0.002913
真的,0.261996
好,0.999962
烦恼,0.998362
"
",0.037232
毁,7.4e-05
妆,0.98104
不,0.002385
说,0.000205
，,0.009304
还,0.994331
可能,0.215914
会,0.599614
烂,4.3e-05
嘴,0.002079
"
-
",0.006624
需要,0.262789
避,0.057389
雷,0.997066
的,0.368506
唇泥,0.002913
成分,0.858545
"
*",0.001971
二丙酮,0.003239
"-3
*",0.003186
地蜡,4.2e-05
或,0.050318
微晶蜡,0.000748
"
*",0.001971
水杨酸,0.852996
"
*苯酚",0.001039
"
*",0.001971
丙烯,0.002497
/,0.003202
丁二醇,0.029409
"
*",0.001971
矿物油,0.021199
"
-
",0.006624
以及,0.28278
测评,0.989099
过,0.500744
好用,0.999962
的,0.368506
唇泥,0.002913
总结,0.999961
"
*tefen",0.003958
唇泥,0.002913
-,0.006624
红梅,0.999963
小豆,0.999962
"
*mac",0.00655
唇泥,0.002913
-997,0.016284
"
*",0.001971
芭贝拉,0.999693
唇泥,0.002913
-501,0.034906
"
*tefen",0.003958
唇泥,0.002913
-,0.006624
赤茶,0.18182
柑橘,0.999963
"
*",0.001971
珂拉琪,0.999698
唇泥,0.002913
-r107,0.041534
"
*",0.001971
稚优泉,0.951928
唇泥,0.002913
-m06,0.011303
"
#",0.014012
唇釉,0.028077
#,0.014012
口红,0.961221
#,0.014012
唇泥,0.002913
推荐,0.999961
#,0.014012
唇釉,0.028077
推荐,0.999961
#,0.014012
唇泥,0.002913
怎么,0.00234
涂,0.000421
#,0.014012
唇冻,0.000776
#,0.014012
唇釉,0.028077
排行榜,0.003747
前,0.920472
十,0.61655
名,0.166936
#,0.014012
唇釉,0.028077
怎么,0.00234
涂,0.000421
#,0.014012
唇釉,0.028077
推荐,0.999961
大牌,0.999962
#,0.014012
平价,0.978715
唇泥,0.002913
#,0.014012
口红,0.961221
推荐,0.999961
#,0.014012
唇釉,0.028077
推荐,0.999961
学生,0.999963
伪,0.004305
素颜,0.392485
#,0.014012
唇釉,0.028077
哑光,0.001882
#,0.014012
口红,0.961221
排行榜,0.003747
前,0.920472
十,0.61655
#2024,0.004626
最,0.953145
火,0.001239
口红,0.961221
#,0.014012
口红,0.961221
推荐,0.999961
色号,0.000563
#,0.014012
唇泥,0.002913
和,0.604069
唇釉,0.028077
的,0.368506
区别,0.308157
#,0.014012
唇泥,0.002913
推荐,0.999961
素颜,0.392485
#,0.014012
唇泥,0.002913
低饱和,0.146435
#,0.014012
哪,0.00072
个,0.002308
牌子,0.012099
唇泥,0.002913
好用,0.999962
#618,0.105863
大促,0.999958
#618,0.105863
小红书,0.999963
买,0.175209
买,0.175209
节,0.252669
#618,0.105863
购物,0.999947
分享,0.999963
#2024,0.004626
年,0.986375
618,0.992072
活动,0.999963
#,0.014012
好物,0.999962
分享,0.999963
一,0.010558
个,0.002308
建议,0.000361
：,0.065169
新品,0.999927
眼影盘,0.999914
先,0.108487
看,0.999825
成分,0.858545
再,0.003113
选,0.999917
也,0.912719
不,0.002385
迟,0.019871
!,0.000595
眼影,0.999963
/,0.003202
眼影,0.999963
测评,0.989099
/,0.003202
眼影,0.999963
推荐,0.999961
/,0.003202
眼影,0.999963
分享,0.999963
/,0.003202
春夏,0.999963
眼影,0.999963
"
",0.037232
相信,0.997291
还,0.994331
有,0.51643
很多,0.999951
姐妹,0.999963
纠结,0.461047
怎么,0.00234
选,0.999917
眼影盘,0.999914
可以,0.999954
性,0.998092
价,0.227935
比,0.145275
更,0.998421
高,0.006936
，,0.009304
更,0.998421
实用,0.999962
!,0.000595
💁🏻‍,0.033441
"♀
",0.971741
之前,0.998145
也,0.912719
不少,0.62471
踩,0.005561
雷🥺,0.997511
总结出,0.999962
了,0.103906
不少,0.62471
经验,0.99988
✅,0.033441
"
",0.037232
不得不,0.210355
说,0.000205
眼影盘,0.999914
竟然,4e-05
也,0.912719
看,0.999825
成分,0.858545
❌,0.033441
"
",0.037232
轻,0.99996
的话,0.948383
也,0.912719
只是,0.199368
脱妆,0.000265
快,0.996055
，,0.009304
严重,3.7e-05
真的,0.261996
会,0.599614
过敏,3.6e-05
烂,4.3e-05
眼,0.036483
的,0.368506
哦,0.993352
!,0.000595
"
📢",0.033441
重要,0.04341
成分,0.858545
总结,0.999961
"!
👉",0.002379
滑石粉,0.180881
：,0.065169
含有,0.015212
滑石粉,0.180881
的,0.368506
眼影,0.999963
可能,0.215914
含有,0.015212
石棉,0.468372
，,0.009304
这,0.010469
是,0.001972
一,0.010558
种,0.988798
已,0.041577
知,0.99996
的,0.368506
致癌,0.002796
物质,0.025866
，,0.009304
长期,0.999876
接触,0.999761
可能,0.215914
增加,0.99996
患,0.02665
